featurecla,name,namealt,changed,note,name_fr,min_label,max_label,scalerank,label,wikidataid,name_ar,name_bn,name_de,name_en,name_es,name_el,name_hi,name_hu,name_id,name_it,name_ja,name_ko,name_nl,name_pl,name_pt,name_ru,name_sv,name_tr,name_vi,name_zh,ne_id,name_fa,name_he,name_uk,name_ur,name_zht,oceanbasin,subbasin
channel,Dardanelles,,Version 1.4,,d├⌐troit des Dardanelles,7.6,10.0,7,Dardanelles,Q6514,╪º┘ä╪»╪▒╪»┘å┘è┘ä,αªªαª╛αª░αºìαªªαª╛αª¿αºçαª▓αºçαª╕ αª¬αºìαª░αªúαª╛αª▓αºÇ,Dardanellen,Dardanelles,Dardanelos,╬ú╧ä╬╡╬╜╬¼ ╧ä╧ë╬╜ ╬ö╬▒╧ü╬┤╬▒╬╜╬╡╬╗╬╗╬»╧ë╬╜,αñíαñ╛αñ░αÑìαñíαÑçαñ¿αñ▓αÑÇαñ£ αñ£αñ▓αñ╕αñ¿αÑìαñºαñ┐,Dardanell├ík,Dardanelles,Dardanelli,πâÇπâ╝πâÇπâìπâ½πé╣µ╡╖σ│í,δïñδÑ┤δïñδä¼∞èñ φò┤φÿæ,Dardanellen,Dardanele,Dardanelos,╨ö╨░╤Ç╨┤╨░╨╜╨╡╨╗╨╗╤ï,Dardanellerna,├çanakkale Bo─ƒaz─▒,Dardan├⌐llia,ΘüöΘüöσ░╝τê╛µ╡╖σ│╜,1159119155,╪»╪º╪▒╪»╪º┘å┘ä,╫ô╫¿╫ô╫á╫£╫Ö╫¥,╨ö╨░╤Ç╨┤╨░╨╜╨╡╨╗╨╕,╪»╪▒ ╪»╪º┘å█î╪º┘ä,ΘüöΘüöσ░╝τê╛µ╡╖σ│╜,Mediterranean Region,Sea of Marmara
sea,Tyrrhenian Sea,,Version 5.2,,mer Tyrrh├⌐nienne,5.0,9.5,3,Tyrrhenian Sea,Q38882,╪º┘ä╪¿╪¡╪▒ ╪º┘ä╪¬┘è╪▒╪º┘å┘è,αªñαª┐αª░αª░αºçαª¿αºÇαª»αª╝ αª╕αª╛αªùαª░,Tyrrhenisches Meer,Tyrrhenian Sea,mar Tirreno,╬ñ╧à╧ü╧ü╬╖╬╜╬╣╬║╬« ╬ÿ╬¼╬╗╬▒╧â╧â╬▒,αññαñ┐αñ░αñ╣αÑçαñ¿αñ┐αñ»αñ¿ αñ╕αñ╛αñùαñ░,Tirr├⌐n-tenger,Laut Tirenia,mar Tirreno,πâåπéúπâ¼πâïπéóµ╡╖,φï░δáêδïê∞òäφò┤,Tyrreense Zee,Morze Tyrre┼äskie,Mar Tirreno,╨ó╨╕╤Ç╤Ç╨╡╨╜╤ü╨║╨╛╨╡ ╨╝╨╛╤Ç╨╡,Tyrrenska havet,Tiren Denizi,biß╗ân Tyrrhenum,τ¼¼σïÆσ░╝σ«ëµ╡╖,1159116377,╪»╪▒█î╪º█î ╪¬█î╪▒┘å█î,╫ö╫Ö╫¥ ╫ö╫ÿ╫Ö╫¿╫á╫Ö,╨ó╤û╤Ç╤Ç╨╡╨╜╤ü╤î╨║╨╡ ╨╝╨╛╤Ç╨╡,╪¿╪¡█î╪▒█ü ╪¬█î╪▒╪º┘å█î,τ¼¼σïÆσ░╝σ«ëµ╡╖,Mediterranean Region,Western Mediterranean Basin
sea,Mediterranean Sea,,Version 5.2,,mer M├⌐diterran├⌐e,4.0,8.5,2,Mediterranean Sea,Q4918,╪º┘ä╪¿╪¡╪▒ ╪º┘ä╪ú╪¿┘è╪╢ ╪º┘ä┘à╪¬┘ê╪│╪╖,αª¡αºéαª«αªºαºìαª»αª╕αª╛αªùαª░,Mittelmeer,Mediterranean Sea,Mediterr├íneo,╬£╬╡╧â╧î╬│╬╡╬╣╬┐╧é ╬ÿ╬¼╬╗╬▒╧â╧â╬▒,αñ¡αÑéαñ«αñºαÑìαñ» αñ╕αñ╛αñùαñ░,F├╢ldk├╢zi-tenger,Laut Tengah,mar Mediterraneo,σ£░Σ╕¡µ╡╖,∞ºÇ∞ñæφò┤,Middellandse Zee,Morze ┼Ür├│dziemne,Mar Mediterr├óneo,╨í╤Ç╨╡╨┤╨╕╨╖╨╡╨╝╨╜╨╛╨╡ ╨╝╨╛╤Ç╨╡,Medelhavet,Akdeniz,─Éß╗ïa Trung Hß║úi,σ£░Σ╕¡µ╡╖,1779567343,╪»╪▒█î╪º█î ┘à╪»█î╪¬╪▒╪º┘å┘ç,╫ö╫Ö╫¥ ╫ö╫¬╫Ö╫¢╫ò╫ƒ,╨í╨╡╤Ç╨╡╨┤╨╖╨╡╨╝╨╜╨╡ ╨╝╨╛╤Ç╨╡,╪¿╪¡█î╪▒█ü ╪▒┘ê┘à,σ£░Σ╕¡µ╡╖,Mediterranean Region,Western Mediterranean Basin
sea,Strait of Sicily,,Version 5.2,,canal de Sicile,2.0,7.5,1,Strait of Sicily,Q206975,┘à╪╢┘è┘é ╪╡┘é┘ä┘è╪⌐,,Stra├ƒe von Sizilien,Strait of Sicily,canal de Sicilia,╬á╬┐╧ü╬╕╬╝╧î╧é ╧ä╬╖╧é ╬ú╬╣╬║╬╡╬╗╬»╬▒╧é,,,Selat Sisilia,canale di Sicilia,πé╖πâüπâ¬πéóµ╡╖σ│í,∞ï£∞╣áδª¼∞òä φò┤φÿæ,Kanaal van Sicili├½,Cie┼¢nina Sycylijska,Estreito da Sic├¡lia,╨ó╤â╨╜╨╕╤ü╤ü╨║╨╕╨╣ ╨┐╤Ç╨╛╨╗╨╕╨▓,Siciliensundet,Sicilya Bo─ƒaz─▒,,ΦÑ┐ΦÑ┐Θçîµ╡╖σ│í,1779567331,╪»╪▒█î╪º█î ┘à╪»█î╪¬╪▒╪º┘å┘ç,╫₧╫ª╫¿ ╫í╫Ö╫ª╫Ö╫£╫Ö╫ö,╨í╨╕╤å╨╕╨╗╤û╨╣╤ü╤î╨║╨░ ╨┐╤Ç╨╛╤é╨╛╨║╨░,╪¬┘å┌»┘ç ╪│█î╪│█î┘ä,ΦÑ┐ΦÑ┐Θçîµ╡╖σ│╜,Mediterranean Region,Eastern Mediterranean Basin
gulf,Gulf of Gab├¿s,,,,golfe de Gab├¿s,6.0,10.0,5,Gulf of Gab├¿s,Q323760,╪«┘ä┘è╪¼ ┘é╪º╪¿╪│,αªùαª╛αª▓αª½ αªàαª½ αªùαºìαª»αª╛αª¼αºçαª╕,Golf von Gab├¿s,Gulf of Gab├¿s,Golfo de Gab├⌐s,╬Ü╧î╬╗╧Ç╬┐╧é ╬Ü╬¼╬╝╧Ç╬╣╧é,αñùαÑêαñ¼αÑçαñ╕ αñòαÑÇ αñûαñ╛αñíαñ╝αÑÇ,Gab├¿si-├╢b├╢l,Teluk Gab├¿s,Golfo di Gab├¿s,πé¼πâÖπé╣µ╣╛,Ω▒╕φöä ∞ÿñδ╕î Ω░Çδ▓á∞èñ,Golf van Gab├¿s,Ma┼éa Syrta,Golfo de Gab├¿s,╨ô╨░╨▒╨╡╤ü,Gab├¿sbukten,Gab├¿s K├╢rfezi,Vß╗ïnh Gab├¿s,σèáΦ┤¥µû»µ╣╛,1159117973,╪«┘ä█î╪¼ ┘é╪º╪¿╪│,╫₧╫ñ╫¿╫Ñ ╫Æ╫É╫æ╫í,╨ô╨░╨▒╨╡╤ü,┌»┘ä┘ü ╪ó┘ü ┌»█î╪¿╪▓,σèáΦ▓¥µû»τüú,Mediterranean Region,Eastern Mediterranean Basin
sea,Adriatic Sea,,Version 5.2,,mer Adriatique,5.0,9.5,3,Adriatic Sea,Q13924,╪º┘ä╪¿╪¡╪▒ ╪º┘ä╪ú╪»╪▒┘è╪º╪¬┘è┘â┘è,αªàαºìαª»αª╛αªíαºìαª░αª┐αª»αª╝αª╛αªƒαª┐αªò αª╕αª╛αªùαª░,Adriatisches Meer,Adriatic Sea,mar Adri├ítico,╬æ╬┤╧ü╬╣╬▒╧ä╬╣╬║╬« ╬╕╬¼╬╗╬▒╧â╧â╬▒,αñÅαñíαÑìαñ░αñ┐αñ»αñ╛αñƒαñ┐αñò αñ╕αñ╛αñùαñ░,Adriai-tenger,Laut Adriatik,mare Adriatico,πéóπâëπâ¬πéóµ╡╖,∞òäδô£δª¼∞òäφò┤,Adriatische Zee,Morze Adriatyckie,Mar Adri├ítico,╨É╨┤╤Ç╨╕╨░╤é╨╕╤ç╨╡╤ü╨║╨╛╨╡ ╨╝╨╛╤Ç╨╡,Adriatiska havet,Adriyatik Denizi,biß╗ân Adriatic,Σ║Üσ╛ùΘçîΣ║Üµ╡╖,1159116607,╪»╪▒█î╪º█î ╪ó╪»╪▒█î╪º╪¬█î┌⌐,╫ö╫Ö╫¥ ╫ö╫É╫ô╫¿╫Ö╫É╫ÿ╫Ö,╨É╨┤╤Ç╤û╨░╤é╨╕╤ç╨╜╨╡ ╨╝╨╛╤Ç╨╡,╪¿╪¡█î╪▒█ü ╪º█î┌ê╪▒█î╪º┘╣┌⌐,Σ║Üσ╛ùΘçîΣ║Üµ╡╖,Mediterranean Region,Eastern Mediterranean Basin
sea,Ionian Sea,,Version 5.2,,mer Ionienne,5.7,10.0,4,Ionian Sea,Q37495,╪º┘ä╪¿╪¡╪▒ ╪º┘ä╪ú┘è┘ê┘å┘è,αªåαª»αª╝αºïαª¿αºÇαª»αª╝ αª╕αª╛αªùαª░,Ionisches Meer,Ionian Sea,mar J├│nico,╬Ö╧î╬╜╬╣╬┐ ╬á╬¡╬╗╬▒╬│╬┐╧é,αñåαñ»αÑïαñ¿αñ┐αñ»αñ¿ αñ╕αñ╛αñùαñ░,J├│n-tenger,Laut Ionia,mar Ionio,πéñπé¬πâïπéóµ╡╖,∞¥┤∞ÿñδïê∞òäφò┤,Ionische Zee,Morze Jo┼äskie,Mar J├┤nico,╨ÿ╨╛╨╜╨╕╤ç╨╡╤ü╨║╨╛╨╡ ╨╝╨╛╤Ç╨╡,Joniska havet,─░yonya Denizi,biß╗ân Ionia,τê▒σÑÑσ░╝Σ║Üµ╡╖,1159116697,╪»╪▒█î╪º█î █î┘ê┘å╪º┘å,╫ö╫Ö╫¥ ╫ö╫Ö╫ò╫á╫Ö,╨å╨╛╨╜╤û╤ç╨╜╨╡ ╨╝╨╛╤Ç╨╡,╪¿╪¡█î╪▒█ü ╪º█î┘ê┘å█î,Σ╝èσÑºσ░╝Σ║₧µ╡╖,Mediterranean Region,Eastern Mediterranean Basin
sea,Mediterranean Sea,,Version 5.2,,mer M├⌐diterran├⌐e,2.0,7.5,1,Mediterranean Sea,Q4918,╪º┘ä╪¿╪¡╪▒ ╪º┘ä╪ú╪¿┘è╪╢ ╪º┘ä┘à╪¬┘ê╪│╪╖,αª¡αºéαª«αªºαºìαª»αª╕αª╛αªùαª░,Mittelmeer,Mediterranean Sea,Mediterr├íneo,╬£╬╡╧â╧î╬│╬╡╬╣╬┐╧é ╬ÿ╬¼╬╗╬▒╧â╧â╬▒,αñ¡αÑéαñ«αñºαÑìαñ» αñ╕αñ╛αñùαñ░,F├╢ldk├╢zi-tenger,Laut Tengah,mar Mediterraneo,σ£░Σ╕¡µ╡╖,∞ºÇ∞ñæφò┤,Middellandse Zee,Morze ┼Ür├│dziemne,Mar Mediterr├óneo,╨í╤Ç╨╡╨┤╨╕╨╖╨╡╨╝╨╜╨╛╨╡ ╨╝╨╛╤Ç╨╡,Medelhavet,Akdeniz,─Éß╗ïa Trung Hß║úi,σ£░Σ╕¡µ╡╖,1159115321,╪»╪▒█î╪º█î ┘à╪»█î╪¬╪▒╪º┘å┘ç,╫ö╫Ö╫¥ ╫ö╫¬╫Ö╫¢╫ò╫ƒ,╨í╨╡╤Ç╨╡╨┤╨╖╨╡╨╝╨╜╨╡ ╨╝╨╛╤Ç╨╡,╪¿╪¡█î╪▒█ü ╪▒┘ê┘à,σ£░Σ╕¡µ╡╖,Mediterranean Region,Eastern Mediterranean Basin
sea,Sea of Crete,,Version 5.2,,mer de Cr├¿te,6.0,10.0,5,Sea of Crete,Q193149,╪¿╪¡╪▒ ┘â╪▒┘è╪¬,αªòαºìαª░αª┐αªƒ αª╕αª╛αªùαª░,Kretisches Meer,Sea of Crete,mar de Creta,╬Ü╧ü╬╖╧ä╬╣╬║╧î ╬á╬¡╬╗╬▒╬│╬┐╧é,αñòαÑìαñ░αÑçαñƒαÑç αñ╕αñ╛αñùαñ░,Kr├⌐tai-tenger,Laut Kreta,Mare di Creta,πé»πâ¼πé┐µ╡╖,φü¼δáêφâÇδºî,Kretenzische Zee,Morze Krete┼äskie,Mar de Creta,╨Ü╤Ç╨╕╤é╤ü╨║╨╛╨╡ ╨╝╨╛╤Ç╨╡,Kretahavet,Girit Denizi,biß╗ân Crete,σàïΘçîτë╣µ╡╖,1159118425,╪»╪▒█î╪º█î ┌⌐╪▒╪¬,╫Ö╫¥ ╫¢╫¿╫¬╫Ö╫¥,╨Ü╤Ç╨╕╤é╤ü╤î╨║╨╡ ╨╝╨╛╤Ç╨╡,╪¿╪¡█î╪▒█ü ┌⌐╪▒█î┘╣,σàïΘçîτë╣µ╡╖,Mediterranean Region,Eastern Mediterranean Basin
strait,Bosporus,,Version 1.4,,Bosphore,6.0,10.0,5,Bosporus,Q35958,╪º┘ä╪¿┘ê╪│┘ü┘ê╪▒,αª¼αª╕αª½αª░αª╛αª╕ αª¬αºìαª░αªúαª╛αª▓αºÇ,Bosporus,Bosporus,B├│sforo,╬Æ╧î╧â╧Ç╬┐╧ü╬┐╧é,αñ¼αÑïαñ╕αÑìαñ¬αÑïαñ░αÑüαñ╕ αñ£αñ▓αñ╕αñ¿αÑìαñºαñ┐,Boszporusz,Selat Bosporus,Bosforo,πâ£πé╣πâ¥πâ⌐πé╣µ╡╖σ│í,δ│┤∞èñφÅ¼δú¿∞èñ φò┤φÿæ,Bosporus,Bosfor,B├│sforo,╨æ╨╛╤ü╤ä╨╛╤Ç,Bosporen,─░stanbul Bo─ƒaz─▒,Bosporus,Σ╝èµû»σ¥ªσ╕âσ░öµ╡╖σ│í,1159118835,╪¬┘å┌»┘ç ╪¿╪│┘ü╪▒,╫æ╫ò╫í╫ñ╫ò╫¿╫ò╫í,╨æ╨╛╤ü╤ä╨╛╤Ç,╪ó╪¿┘å╪º╪ª█Æ ╪¿╪º╪│┘ü┘ê╪▒╪│,Σ╝èµû»σ¥ªσáíµ╡╖σ│╜,Mediterranean Region,Sea of Marmara
sea,Black Sea,,Version 5.2,,mer Noire,2.0,7.5,1,Black Sea,Q166,╪º┘ä╪¿╪¡╪▒ ╪º┘ä╪ú╪│┘ê╪»,αªòαºâαª╖αºìαªú αª╕αª╛αªùαª░,Schwarzes Meer,Black Sea,mar Negro,╬£╬▒╧ì╧ü╬╖ ╬ÿ╬¼╬╗╬▒╧â╧â╬▒,αñòαñ╛αñ▓αñ╛ αñ╕αñ╛αñùαñ░,Fekete-tenger,Laut Hitam,mar Nero,Θ╗Æµ╡╖,φ¥æφò┤,Zwarte Zee,Morze Czarne,Mar Negro,╨º╤æ╤Ç╨╜╨╛╨╡ ╨╝╨╛╤Ç╨╡,Svarta havet,Karadeniz,Biß╗ân ─Éen,Θ╗æµ╡╖,1159115171,╪»╪▒█î╪º█î ╪│█î╪º┘ç,╫ö╫Ö╫¥ ╫ö╫⌐╫ù╫ò╫¿,╨º╨╛╤Ç╨╜╨╡ ╨╝╨╛╤Ç╨╡,╪¿╪¡█î╪▒█ü ╪º╪│┘ê╪»,Θ╗æµ╡╖,Mediterranean Region,Black Sea
sea,Sea of Azov,,Version 1.4,,mer d'Azov,6.0,10.0,5,Sea of Azov,Q35000,╪¿╪¡╪▒ ╪ó╪▓┘ê┘ü,αªåαª£αª¡ αª╕αª╛αªùαª░,Asowsches Meer,Sea of Azov,mar de Azov,╬ÿ╬¼╬╗╬▒╧â╧â╬▒ ╬æ╬╢╧î╧å,αñåαñ£αñ╝αÑïαñ╡ αñ╕αñ╛αñùαñ░,Azovi-tenger,Laut Azov,mar d'Azov,πéóπé╛πâòµ╡╖,∞òä∞í░φöäφò┤,Zee van Azov,Morze Azowskie,Mar de Azov,╨É╨╖╨╛╨▓╤ü╨║╨╛╨╡ ╨╝╨╛╤Ç╨╡,Azovska sj├╢n,Azak Denizi,Biß╗ân Azov,Σ║₧ΘÇƒµ╡╖,1159116409,╪»╪▒█î╪º█î ╪ó╪▓┘ê┘ü,╫Ö╫¥ ╫É╫û╫ò╫æ,╨É╨╖╨╛╨▓╤ü╤î╨║╨╡ ╨╝╨╛╤Ç╨╡,╪¿╪¡█î╪▒█ü ╪º╪▓┘ê┘ü,Σ║₧ΘÇƒµ╡╖,Mediterranean Region,Black Sea
sea,East Siberian Sea,,Version 5.2,,mer de Sib├⌐rie orientale,5.0,10.0,5,East Siberian Sea,Q163434,╪¿╪¡╪▒ ╪│┘è╪¿┘è╪▒┘è╪º ╪º┘ä╪┤╪▒┘é┘è,αª¬αºéαª░αºìαª¼ αª╕αª╛αªçαª¼αºçαª░αºÇαª»αª╝ αª╕αª╛αªùαª░,Ostsibirische See,East Siberian Sea,mar de Siberia Oriental,╬æ╬╜╬▒╧ä╬┐╬╗╬╣╬║╬« ╬ú╬╣╬▓╬╖╧ü╬╣╬▒╬╜╬« ╬╕╬¼╬╗╬▒╧â╧â╬▒,αñ¬αÑéαñ░αÑìαñ╡αÑÇ αñ╕αñ╛αñçαñ¼αÑçαñ░αñ┐αñ»αñ╛αñê αñ╕αñ╛αñùαñ░,Kelet-szib├⌐riai-tenger,Laut Siberia Timur,Mare della Siberia orientale,µ¥▒πé╖πâÖπâ¬πéóµ╡╖,δÅÖ∞ï£δ▓áδª¼∞òäφò┤,Oost-Siberische Zee,Morze Wschodniosyberyjskie,Mar Siberiano Oriental,╨Æ╨╛╤ü╤é╨╛╤ç╨╜╨╛-╨í╨╕╨▒╨╕╤Ç╤ü╨║╨╛╨╡ ╨╝╨╛╤Ç╨╡,├ûstsibiriska havet,Do─ƒu Sibirya Denizi,Biß╗ân ─É├┤ng Xibia,Σ╕£ΦÑ┐Σ╝»σê⌐Σ║Üµ╡╖,1159117337,╪»╪▒█î╪º█î ╪│█î╪¿╪▒█î ╪┤╪▒┘é█î,╫Ö╫¥ ╫í╫Ö╫æ╫Ö╫¿ ╫ö╫₧╫û╫¿╫ù╫Ö,╨í╤à╤û╨┤╨╜╨╛-╨í╨╕╨▒╤û╤Ç╤ü╤î╨║╨╡ ╨╝╨╛╤Ç╨╡,╪¿╪¡█î╪▒█ü ╪┤╪▒┘é█î ╪│╪º╪ª╪¿█î╪▒█î╪º,µ¥▒ΦÑ┐Σ╝»σê⌐Σ║₧µ╡╖,Arctic Ocean,East Siberian Sea
sea,Laptev Sea,,Version 5.2,,mer de Laptev,4.0,8.5,2,Laptev Sea,Q7988,╪¿╪¡╪▒ ┘ä╪º╪¿╪¬┘è┘ü,αª▓αª╛αª¬αºìαªñαºçαª¡ αª╕αª╛αªùαª░,Laptewsee,Laptev Sea,mar de L├íptev,╬ÿ╬¼╬╗╬▒╧â╧â╬▒ ╬¢╬¼╧Ç╧ä╬╡╧å,αñ▓αñ╛αñ¬αññαÑçαñ╡ αñ╕αñ╛αñùαñ░,Laptyev-tenger,Laut Laptev,Mare di Laptev,πâ⌐πâùπâåπâòµ╡╖,δ₧ìφàîφöäφò┤,Laptevzee,Morze ┼üaptiew├│w,Mar de Laptev,╨£╨╛╤Ç╨╡ ╨¢╨░╨┐╤é╨╡╨▓╤ï╤à,Laptevhavet,Laptev Denizi,biß╗ân Laptev,µïëµÖ«µì╖σñ½µ╡╖,1159116253,╪»╪▒█î╪º█î ┘ä╪º┘╛╪¬┘ü,╫Ö╫¥ ╫£╫É╫ñ╫ÿ╫æ,╨£╨╛╤Ç╨╡ ╨¢╨░╨┐╤é╤ö╨▓╨╕╤à,╪¿╪¡█î╪▒█ü ┘ä█î┘╛┘╣┘ü,µïëµÖ«µì╖σñ½µ╡╖,Arctic Ocean,Laptev Sea
ocean,Arctic Ocean,Arctic Ocean,Version 5.2,,oc├⌐an Arctique,1.0,6.5,0,ARCTIC OCEAN,Q788,╪º┘ä┘à╪¡┘è╪╖ ╪º┘ä┘à╪¬╪¼┘à╪» ╪º┘ä╪┤┘à╪º┘ä┘è,αªëαªñαºìαªñαª░ αª«αª╣αª╛αª╕αª╛αªùαª░,Arktischer Ozean,Arctic Ocean,oc├⌐ano ├ürtico,╬æ╧ü╬║╧ä╬╣╬║╧î╧é ╬⌐╬║╬╡╬▒╬╜╧î╧é,αñëαññαÑìαññαñ░αñºαÑìαñ░αÑüαñ╡αÑÇαñ» αñ«αñ╣αñ╛αñ╕αñ╛αñùαñ░,Jeges-tenger,Samudra Arktik,Mar Glaciale Artico,σîùµÑ╡µ╡╖,δ╢üΩ╖╣φò┤,Noordelijke IJszee,Ocean Arktyczny,Oceano ├ürtico,╨í╨╡╨▓╨╡╤Ç╨╜╤ï╨╣ ╨¢╨╡╨┤╨╛╨▓╨╕╤é╤ï╨╣ ╨╛╨║╨╡╨░╨╜,Norra ishavet,Arktik Okyanusu,Bß║»c B─âng D╞░╞íng,σîùσå░µ┤ï,1159115017,╪º┘é█î╪º┘å┘ê╪│ ┘à┘å╪¼┘à╪» ╪┤┘à╪º┘ä█î,╫É╫ò╫º╫Ö╫Ö╫á╫ò╫í ╫ö╫º╫¿╫ù ╫ö╫ª╫ñ╫ò╫á╫Ö,╨ƒ╤û╨▓╨╜╤û╤ç╨╜╨╕╨╣ ╨¢╤î╨╛╨┤╨╛╨▓╨╕╤é╨╕╨╣ ╨╛╨║╨╡╨░╨╜,╪¿╪¡╪▒ ┘à┘å╪¼┘à╪» ╪┤┘à╪º┘ä█î,σîùµÑ╡µ╡╖,Arctic Ocean,Arctic Ocean
sea,Kara Sea,,Version 5.2,,mer de Kara,4.0,8.5,2,Kara Sea,Q33629,╪¿╪¡╪▒ ┘â╪º╪▒╪º,αªòαª╛αª░αª╛ αª╕αª╛αªùαª░,Karasee,Kara Sea,mar de Kara,╬ÿ╬¼╬╗╬▒╧â╧â╬▒ ╧ä╬┐╧à ╬Ü╬¼╧ü╬▒,αñòαñ╛αñ░αñ╛ αñ╕αñ╛αñùαñ░,Kara-tenger,Laut Kara,mare di Kara,πé½πâ⌐µ╡╖,∞╣┤δ¥╝φò┤,Karazee,Morze Karskie,Mar de Kara,╨Ü╨░╤Ç╤ü╨║╨╛╨╡ ╨╝╨╛╤Ç╨╡,Karahavet,Kara Denizi,biß╗ân Kara,σûÇµïëµ╡╖,1159116231,╪»╪▒█î╪º█î ┌⌐╪º╪▒╪º,╫Ö╫¥ ╫º╫É╫¿╫ö,╨Ü╨░╤Ç╤ü╤î╨║╨╡ ╨╝╨╛╤Ç╨╡,╪¿╪¡█î╪▒█ü ┌⌐╪º╪▒╪º,σûÇµïëµ╡╖,Arctic Ocean,Kara Sea
strait,Karskiye Strait,,Version 5.2,,Kara Strait,7.6,10.0,7,Karskiye Strait,,┘à╪╢┘è┘é ┘â╪º╪▒╪º,αªòαª╛αª░αª╕αºìαªòαª┐αºƒαºç αª╕αºìαªƒαºìαª░αºçαªƒ,Karastra├ƒe,Kara Strait,Estrecho de Kara,╬ú╧ä╬╡╬╜╧î ╬Ü╬¼╧ü╧â╬║╬╣╬╡,αñòαñ╛αñ░αñ╕αÑìαñòαñ┐αñ»αÑç αñ╕αÑìαñƒαÑìαñ░αÑçαñƒ,Karszkije-szoros,Selat Karskiye,Stretto di Kara,πé½πâ⌐πé╣πé¡πé¿πâ£πâ¡πé┐µ╡╖σ│í,∞╣┤δÑ┤∞èñφéñ∞ÿê ∞èñφè╕δáê∞¥┤φè╕,Karische Poort,Karskie Wrota,Estreito de Kara,╨┐╤Ç╨╛╨╗╨╕╨▓ ╨Ü╨░╤Ç╤ü╨║╨╕╨╡ ╨▓╨╛╤Ç╨╛╤é╨░,Karasundet,Karskiye Bo─ƒaz─▒,Eo biß╗ân Karskiye,σìíσ░öµû»σƒ║ΦÇ╢µ╡╖σ│í,1159117755,╪¬┘å┌»┘ç ┌⌐╪º╪▒╪│┌⌐█î┘ç,╫₧╫Ö╫ª╫¿ ╫º╫¿╫í╫º╫Ö╫ö,╨Ü╨░╤Ç╤ü╤î╨║╤û ╨Æ╨╛╤Ç╨╛╤é╨░,┌⌐╪º╪▒╪│┌⌐█î ╪º╪│┘╣╪▒█î┘╣,σìíµû»σƒ║ΦÇ╢µ╡╖σ│╜,Arctic Ocean,Kara Sea
sea,Barents Sea,,Version 5.2,,mer de Barents,4.0,8.5,2,Barents Sea,Q45823,╪¿╪¡╪▒ ╪¿╪º╪▒┘å╪¬╪│,αª¼αª╛αª░αºçαª¿αºìαªƒαª╕ αª╕αª╛αªùαª░,Barentssee,Barents Sea,Mar de Barents,╬ÿ╬¼╬╗╬▒╧â╧â╬▒ ╬£╧Ç╬¼╧ü╬╡╬╜╧ä╧é,αñ¼αÑçαñ░αñ┐αñéαñƒ αñ╕αñ╛αñùαñ░,Barents-tenger,Laut Barents,mare di Barents,πâÉπâ¼πâ│πâäµ╡╖,δ░öδáî∞╕áφò┤,Barentszzee,Morze Barentsa,Mar de Barents,╨æ╨░╤Ç╨╡╨╜╤å╨╡╨▓╨╛ ╨╝╨╛╤Ç╨╡,Barents hav,Barents Denizi,Biß╗ân Barents,σ╖┤σÇ½µö»µ╡╖,1159115861,╪»╪▒█î╪º█î ╪¿╪º╪▒┘å╪¬╪▓,╫Ö╫¥ ╫æ╫¿╫á╫Ñ,╨æ╨░╤Ç╨╡╨╜╤å╨╛╨▓╨╡ ╨╝╨╛╤Ç╨╡,╪¿╪¡█î╪▒█é ╪¿█î╪▒┘å┘╣╪│,σ╖┤σÇ½µö»µ╡╖,Arctic Ocean,Barents Sea
sea,Iceland Sea,,Version 5.2,,mer d'Islande,5.0,9.5,2,Iceland Sea,Q10537328,,,,Iceland Sea,,,,,,,,,,,,,Islandshavet,,,,1779567393,,,,,,Arctic Ocean,Iceland Sea
strait,Denmark Strait,,Version 5.2,,d├⌐troit de Danemark,7.0,10.0,6,Denmark Strait,Q152058,┘à╪╢┘è┘é ╪º┘ä╪»┘å┘à╪º╪▒┘â,αªíαºçαª¿αª«αª╛αª░αºìαªò αª¬αºìαª░αªúαª╛αª▓αºÇ,D├ñnemarkstra├ƒe,Denmark Strait,Estrecho de Dinamarca,╬á╬┐╧ü╬╕╬╝╧î╧é ╧ä╬╖╧é ╬ö╬▒╬╜╬»╬▒╧é,αñíαÑçαñ¿αñ«αñ╛αñ░αÑìαñò αñ£αñ▓αñ╕αñ¿αÑìαñºαñ┐,D├ínia-szoros,Selat Denmark,Stretto di Danimarca,πâçπâ│πâ₧πâ╝πé»µ╡╖σ│í,δì┤δºêφü¼ φò┤φÿæ,Straat Denemarken,Cie┼¢nina Du┼äska,Estreito da Dinamarca,╨ö╨░╤é╤ü╨║╨╕╨╣ ╨┐╤Ç╨╛╨╗╨╕╨▓,Danmarksundet,Danimarka Bo─ƒaz─▒,Eo biß╗ân ─Éan Mß║ích,Σ╕╣Θ║ªµ╡╖σ│í,1159119235,╪¬┘å┌»┘ç ╪»╪º┘å┘à╪º╪▒┌⌐,╫₧╫ª╫¿ ╫ô╫á╫₧╫¿╫º,╨ö╨░╨╜╤ü╤î╨║╨░ ╨┐╤Ç╨╛╤é╨╛╨║╨░,╪ó╪¿┘å╪º╪ª█Æ ┌ê┘å┘à╪º╪▒┌⌐,Σ╕╣Θ║Ñµ╡╖σ│╜,Arctic Ocean,Iceland Sea
